,Unnamed: 0,GMLID,LocalId,Namespace,Version,NatlStationCode,Name,Municipality,EUStationCode,ActivityBegin,ActivityEnd,Latitude,Longitude,SRSName,Altitude,AltitudeUnit,AreaClassification,BelongsTo
211,211,STA-FR07048,STA-FR07048,FR.LCSQA-INERIS.AQ,2,FR07048,Villeneuve sur Allier,VILLENEUVE-SUR-ALLIER,FR07048,2014-01-01T00:00:00+01:00,2021-01-08T00:00:00+01:00,46.659046,3.249247,urn:ogc:def:crs:EPSG::4326,208,http://dd.eionet.europa.eu/vocabulary/uom/length/m,http://dd.eionet.europa.eu/vocabulary/aq/areaclassification/rural-nearcity,FR.LCSQA-INERIS.AQ/NET-FR071A
212,212,STA-FR07049,STA-FR07049,FR.LCSQA-INERIS.AQ,1,FR07049,MOULINS,MOULINS,FR07049,2014-04-29T00:00:00+01:00,2016-12-14T00:00:00+01:00,46.56187,3.331089,urn:ogc:def:crs:EPSG::4326,214,http://dd.eionet.europa.eu/vocabulary/uom/length/m,http://dd.eionet.europa.eu/vocabulary/aq/areaclassification/urban,FR.LCSQA-INERIS.AQ/NET-FR071A
213,213,STA-FR07051,STA-FR07051,FR.LCSQA-INERIS.AQ,2,FR07051,Beaulieu,CLERMONT-FERRAND,FR07051,2015-03-02T00:00:00+01:00,,45.769,3.155,urn:ogc:def:crs:EPSG::4326,344,http://dd.eionet.europa.eu/vocabulary/uom/length/m,http://dd.eionet.europa.eu/vocabulary/aq/areaclassification/suburban,FR.LCSQA-INERIS.AQ/NET-FR071A
214,214,STA-FR07052,STA-FR07052,FR.LCSQA-INERIS.AQ,3,FR07052,Aurillac-Lagarde,AURILLAC,FR07052,2015-12-28T00:00:00+01:00,,44.92008,2.441082,urn:ogc:def:crs:EPSG::4326,640,http://dd.eionet.europa.eu/vocabulary/uom/length/m,http://dd.eionet.europa.eu/vocabulary/aq/areaclassification/urban,FR.LCSQA-INERIS.AQ/NET-FR071A
215,215,STA-FR07053,STA-FR07053,FR.LCSQA-INERIS.AQ,2,FR07053,Edouard Michelin,CLERMONT-FERRAND,FR07053,2015-11-06T00:00:00+01:00,,45.780434,3.111592,urn:ogc:def:crs:EPSG::4326,354,http://dd.eionet.europa.eu/vocabulary/uom/length/m,http://dd.eionet.europa.eu/vocabulary/aq/areaclassification/urban,FR.LCSQA-INERIS.AQ/NET-FR071A
216,216,STA-FR07054,STA-FR07054,FR.LCSQA-INERIS.AQ,3,FR07054,Le Puy-Causans,LE PUY-EN-VELAY,FR07054,2015-02-17T00:00:00+01:00,,45.039,3.887001,urn:ogc:def:crs:EPSG::4326,629,http://dd.eionet.europa.eu/vocabulary/uom/length/m,http://dd.eionet.europa.eu/vocabulary/aq/areaclassification/urban,FR.LCSQA-INERIS.AQ/NET-FR071A
217,217,STA-FR07055,STA-FR07055,FR.LCSQA-INERIS.AQ,2,FR07055,Fay-sur-Lignon,FAY-SUR-LIGNON,FR07055,2016-01-01T00:00:00+01:00,2017-01-07T00:00:00+01:00,44.984444,4.2260833,urn:ogc:def:crs:EPSG::4326,1150,http://dd.eionet.europa.eu/vocabulary/uom/length/m,http://dd.eionet.europa.eu/vocabulary/aq/areaclassification/rural-regional,FR.LCSQA-INERIS.AQ/NET-FR071A
218,218,STA-FR07056,STA-FR07056,FR.LCSQA-INERIS.AQ,3,FR07056,Pays du Mezenc,FAY-SUR-LIGNON,FR07056,2016-09-08T00:00:00+01:00,,44.98377,4.226006,urn:ogc:def:crs:EPSG::4326,1191,http://dd.eionet.europa.eu/vocabulary/uom/length/m,http://dd.eionet.europa.eu/vocabulary/aq/areaclassification/rural-regional,FR.LCSQA-INERIS.AQ/NET-FR071A
219,219,STA-FR07057,STA-FR07057,FR.LCSQA-INERIS.AQ,3,FR07057,Moulins Centre,MOULINS,FR07057,2016-12-13T00:00:00+01:00,,46.561974,3.3406389,urn:ogc:def:crs:EPSG::4326,221,http://dd.eionet.europa.eu/vocabulary/uom/length/m,http://dd.eionet.europa.eu/vocabulary/aq/areaclassification/urban,FR.LCSQA-INERIS.AQ/NET-FR071A
220,220,STA-FR07058,STA-FR07058,FR.LCSQA-INERIS.AQ,2,FR07058,Montluçon,MONTLUÇON,FR07058,2017-01-01T00:00:00+01:00,,46.34072,2.593945,urn:ogc:def:crs:EPSG::4326,203,http://dd.eionet.europa.eu/vocabulary/uom/length/m,http://dd.eionet.europa.eu/vocabulary/aq/areaclassification/urban,FR.LCSQA-INERIS.AQ/NET-FR071A
221,221,STA-FR07059,STA-FR07059,FR.LCSQA-INERIS.AQ,2,FR07059,Vichy,VICHY,FR07059,2018-01-26T00:00:00+01:00,,46.130432,3.425694,urn:ogc:def:crs:EPSG::4326,257,http://dd.eionet.europa.eu/vocabulary/uom/length/m,http://dd.eionet.europa.eu/vocabulary/aq/areaclassification/urban,FR.LCSQA-INERIS.AQ/NET-FR071A
222,222,STA-FR07060,STA-FR07060,FR.LCSQA-INERIS.AQ,1,FR07060,Royat Périurbaine,ROYAT,FR07060,2018-01-11T00:00:00+01:00,,45.76411,3.046111,urn:ogc:def:crs:EPSG::4326,519,http://dd.eionet.europa.eu/vocabulary/uom/length/m,http://dd.eionet.europa.eu/vocabulary/aq/areaclassification/suburban,FR.LCSQA-INERIS.AQ/NET-FR071A
223,223,STA-FR07061,STA-FR07061,FR.LCSQA-INERIS.AQ,1,FR07061,Riom Périurbaine,RIOM,FR07061,2018-12-19T00:00:00+01:00,,45.89674,3.122254,urn:ogc:def:crs:EPSG::4326,329,http://dd.eionet.europa.eu/vocabulary/uom/length/m,http://dd.eionet.europa.eu/vocabulary/aq/areaclassification/suburban,FR.LCSQA-INERIS.AQ/NET-FR071A
224,224,STA-FR07202,STA-FR07202,FR.LCSQA-INERIS.AQ,2,FR07202,Stade Leclanche,CLERMONT-FERRAND,FR07202,2013-02-01T00:00:00+01:00,,45.807487,3.111111,urn:ogc:def:crs:EPSG::4326,335,http://dd.eionet.europa.eu/vocabulary/uom/length/m,http://dd.eionet.europa.eu/vocabulary/aq/areaclassification/urban,FR.LCSQA-INERIS.AQ/NET-FR071A
225,225,STA-FR07203,STA-FR07203,FR.LCSQA-INERIS.AQ,1,FR07203,La Monnerie,LA MONNERIE-LE-MONTEL,FR07203,2014-01-03T00:00:00+01:00,2017-01-01T00:00:00+01:00,45.86876,3.60328,urn:ogc:def:crs:EPSG::4326,579,http://dd.eionet.europa.eu/vocabulary/uom/length/m,http://dd.eionet.europa.eu/vocabulary/aq/areaclassification/rural-nearcity,FR.LCSQA-INERIS.AQ/NET-FR071A
226,226,STA-FR08003,STA-FR08003,FR.LCSQA-INERIS.AQ,2,FR08003,Montpellier Chaptal,MONTPELLIER,FR08003,1986-01-01T00:00:00+01:00,,43.6113,3.86626,urn:ogc:def:crs:EPSG::4326,42,http://dd.eionet.europa.eu/vocabulary/uom/length/m,http://dd.eionet.europa.eu/vocabulary/aq/areaclassification/urban,FR.LCSQA-INERIS.AQ/NET-FR068A
227,227,STA-FR08004,STA-FR08004,FR.LCSQA-INERIS.AQ,2,FR08004,Montpellier St Denis,MONTPELLIER,FR08004,1986-01-01T00:00:00+01:00,,43.6051,3.87464,urn:ogc:def:crs:EPSG::4326,55,http://dd.eionet.europa.eu/vocabulary/uom/length/m,http://dd.eionet.europa.eu/vocabulary/aq/areaclassification/urban,FR.LCSQA-INERIS.AQ/NET-FR068A
228,228,STA-FR08016,STA-FR08016,FR.LCSQA-INERIS.AQ,2,FR08016,Montpellier Prés d'Arènes,MONTPELLIER,FR08016,1998-01-01T00:00:00+01:00,,43.5915,3.88681,urn:ogc:def:crs:EPSG::4326,23,http://dd.eionet.europa.eu/vocabulary/uom/length/m,http://dd.eionet.europa.eu/vocabulary/aq/areaclassification/urban,FR.LCSQA-INERIS.AQ/NET-FR068A
229,229,STA-FR08017,STA-FR08017,FR.LCSQA-INERIS.AQ,2,FR08017,Montpellier Périurbaine Sud (Lattes),LATTES,FR08017,1999-08-01T00:00:00+01:00,,43.5705,3.9118,urn:ogc:def:crs:EPSG::4326,6,http://dd.eionet.europa.eu/vocabulary/uom/length/m,http://dd.eionet.europa.eu/vocabulary/aq/areaclassification/suburban,FR.LCSQA-INERIS.AQ/NET-FR068A
230,230,STA-FR08018,STA-FR08018,FR.LCSQA-INERIS.AQ,2,FR08018,Montpellier St Gely,SAINT-GÉLY-DU-FESC,FR08018,2000-04-26T00:00:00+01:00,,43.6926,3.80021,urn:ogc:def:crs:EPSG::4326,128,http://dd.eionet.europa.eu/vocabulary/uom/length/m,http://dd.eionet.europa.eu/vocabulary/aq/areaclassification/suburban,FR.LCSQA-INERIS.AQ/NET-FR068A
231,231,STA-FR08020,STA-FR08020,FR.LCSQA-INERIS.AQ,2,FR08020,Lunel Viel,LUNEL-VIEL,FR08020,1999-11-10T00:00:00+01:00,,43.6758,4.08838,urn:ogc:def:crs:EPSG::4326,15,http://dd.eionet.europa.eu/vocabulary/uom/length/m,http://dd.eionet.europa.eu/vocabulary/aq/areaclassification/suburban,FR.LCSQA-INERIS.AQ/NET-FR068A
232,232,STA-FR08022,STA-FR08022,FR.LCSQA-INERIS.AQ,2,FR08022,Agathois-piscénois,AGDE,FR08022,2001-07-06T00:00:00+01:00,,43.2875,3.50484,urn:ogc:def:crs:EPSG::4326,19,http://dd.eionet.europa.eu/vocabulary/uom/length/m,http://dd.eionet.europa.eu/vocabulary/aq/areaclassification/suburban,FR.LCSQA-INERIS.AQ/NET-FR068A
233,233,STA-FR08023,STA-FR08023,FR.LCSQA-INERIS.AQ,2,FR08023,Biterrois-Narbonnais,CORNEILHAN,FR08023,2003-05-20T00:00:00+01:00,,43.4068,3.18878,urn:ogc:def:crs:EPSG::4326,76,http://dd.eionet.europa.eu/vocabulary/uom/length/m,http://dd.eionet.europa.eu/vocabulary/aq/areaclassification/rural-regional,FR.LCSQA-INERIS.AQ/NET-FR068A
234,234,STA-FR08025,STA-FR08025,FR.LCSQA-INERIS.AQ,2,FR08025,Haut-Languedoc,FRAISSE-SUR-AGOUT,FR08025,2003-05-01T00:00:00+01:00,2018-10-07T00:00:00+01:00,43.5944,2.80296,urn:ogc:def:crs:EPSG::4326,920,http://dd.eionet.europa.eu/vocabulary/uom/length/m,http://dd.eionet.europa.eu/vocabulary/aq/areaclassification/rural-regional,FR.LCSQA-INERIS.AQ/NET-FR068A
235,235,STA-FR08026,STA-FR08026,FR.LCSQA-INERIS.AQ,2,FR08026,MEZE TRAFIC,MEZE,FR08026,2014-01-01T00:00:00+01:00,2018-01-01T00:00:00+01:00,43.4282,3.60356,urn:ogc:def:crs:EPSG::4326,40,http://dd.eionet.europa.eu/vocabulary/uom/length/m,http://dd.eionet.europa.eu/vocabulary/aq/areaclassification/suburban,FR.LCSQA-INERIS.AQ/NET-FR068A
236,236,STA-FR08030,STA-FR08030,FR.LCSQA-INERIS.AQ,2,FR08030,Pompignane,MONTPELLIER,FR08030,2008-01-16T00:00:00+01:00,,43.6096,3.89878,urn:ogc:def:crs:EPSG::4326,17,http://dd.eionet.europa.eu/vocabulary/uom/length/m,http://dd.eionet.europa.eu/vocabulary/aq/areaclassification/urban,FR.LCSQA-INERIS.AQ/NET-FR068A
237,237,STA-FR08204,STA-FR08204,FR.LCSQA-INERIS.AQ,2,FR08204,Gard Rhodanien1,TARASCON,FR08204,1992-02-27T00:00:00+01:00,2019-07-04T00:00:00+01:00,43.8292,4.64295,urn:ogc:def:crs:EPSG::4326,13,http://dd.eionet.europa.eu/vocabulary/uom/length/m,http://dd.eionet.europa.eu/vocabulary/aq/areaclassification/rural-nearcity,FR.LCSQA-INERIS.AQ/NET-FR068A
238,238,STA-FR08209,STA-FR08209,FR.LCSQA-INERIS.AQ,2,FR08209,Gard Rhodanien2,SAZE,FR08209,1994-03-10T00:00:00+01:00,,43.9426,4.67958,urn:ogc:def:crs:EPSG::4326,87,http://dd.eionet.europa.eu/vocabulary/uom/length/m,http://dd.eionet.europa.eu/vocabulary/aq/areaclassification/rural-nearcity,FR.LCSQA-INERIS.AQ/NET-FR068A
239,239,STA-FR08252,STA-FR08252,FR.LCSQA-INERIS.AQ,2,FR08252,GARNOR03,SAINT-LAURENT-DES-ARBRES,FR08252,2012-08-02T00:00:00+01:00,2021-01-19T00:00:00+01:00,44.054474,4.697408,urn:ogc:def:crs:EPSG::4326,86,http://dd.eionet.europa.eu/vocabulary/uom/length/m,http://dd.eionet.europa.eu/vocabulary/aq/areaclassification/suburban,FR.LCSQA-INERIS.AQ/NET-FR068A
240,240,STA-FR08508,STA-FR08508,FR.LCSQA-INERIS.AQ,2,FR08508,Vergèze,VERGÈZE,FR08508,2011-01-01T00:00:00+01:00,2020-01-01T00:00:00+01:00,43.724606,4.246406,urn:ogc:def:crs:EPSG::4326,12,http://dd.eionet.europa.eu/vocabulary/uom/length/m,http://dd.eionet.europa.eu/vocabulary/aq/areaclassification/rural-regional,FR.LCSQA-INERIS.AQ/NET-FR068A
241,241,STA-FR08614,STA-FR08614,FR.LCSQA-INERIS.AQ,2,FR08614,Nimes Gauzy,NÎMES,FR08614,1997-12-23T00:00:00+01:00,,43.8344,4.3744,urn:ogc:def:crs:EPSG::4326,42,http://dd.eionet.europa.eu/vocabulary/uom/length/m,http://dd.eionet.europa.eu/vocabulary/aq/areaclassification/urban,FR.LCSQA-INERIS.AQ/NET-FR068A
242,242,STA-FR08616,STA-FR08616,FR.LCSQA-INERIS.AQ,2,FR08616,Nimes Planas,NÎMES,FR08616,1998-01-01T00:00:00+01:00,,43.8299,4.36199,urn:ogc:def:crs:EPSG::4326,40,http://dd.eionet.europa.eu/vocabulary/uom/length/m,http://dd.eionet.europa.eu/vocabulary/aq/areaclassification/urban,FR.LCSQA-INERIS.AQ/NET-FR068A
243,243,STA-FR08617,STA-FR08617,FR.LCSQA-INERIS.AQ,2,FR08617,Nimes La Calmette,LA CALMETTE,FR08617,2004-06-04T00:00:00+01:00,,43.9254,4.26581,urn:ogc:def:crs:EPSG::4326,76,http://dd.eionet.europa.eu/vocabulary/uom/length/m,http://dd.eionet.europa.eu/vocabulary/aq/areaclassification/suburban,FR.LCSQA-INERIS.AQ/NET-FR068A
244,244,STA-FR08618,STA-FR08618,FR.LCSQA-INERIS.AQ,2,FR08618,Alès Cévennes,SAINT-PRIVAT-DES-VIEUX,FR08618,2007-01-01T00:00:00+01:00,2017-12-01T00:00:00+01:00,44.1424,4.13832,urn:ogc:def:crs:EPSG::4326,173,http://dd.eionet.europa.eu/vocabulary/uom/length/m,http://dd.eionet.europa.eu/vocabulary/aq/areaclassification/suburban,FR.LCSQA-INERIS.AQ/NET-FR068A
245,245,STA-FR08712,STA-FR08712,FR.LCSQA-INERIS.AQ,2,FR08712,Perpignan St Esteve,SAINT-ESTÈVE,FR08712,1998-10-06T00:00:00+01:00,,42.7198,2.83988,urn:ogc:def:crs:EPSG::4326,60,http://dd.eionet.europa.eu/vocabulary/uom/length/m,http://dd.eionet.europa.eu/vocabulary/aq/areaclassification/suburban,FR.LCSQA-INERIS.AQ/NET-FR068A
246,246,STA-FR08713,STA-FR08713,FR.LCSQA-INERIS.AQ,2,FR08713,Perpignan Rigaud,PERPIGNAN,FR08713,1999-01-01T00:00:00+01:00,2022-04-14T00:00:00+01:00,42.6835,2.90351,urn:ogc:def:crs:EPSG::4326,55,http://dd.eionet.europa.eu/vocabulary/uom/length/m,http://dd.eionet.europa.eu/vocabulary/aq/areaclassification/urban,FR.LCSQA-INERIS.AQ/NET-FR068A
247,247,STA-FR08714,STA-FR08714,FR.LCSQA-INERIS.AQ,2,FR08714,Perpignan Les Carmes,PERPIGNAN,FR08714,1999-04-20T00:00:00+01:00,,42.6955,2.90053,urn:ogc:def:crs:EPSG::4326,48,http://dd.eionet.europa.eu/vocabulary/uom/length/m,http://dd.eionet.europa.eu/vocabulary/aq/areaclassification/urban,FR.LCSQA-INERIS.AQ/NET-FR068A
248,248,STA-FR09003,STA-FR09003,FR.LCSQA-INERIS.AQ,3,FR09003,place de VERDUN,LA ROCHELLE,FR09003,1992-01-01T00:00:00+01:00,,46.162556,-1.153603,urn:ogc:def:crs:EPSG::4326,10,http://dd.eionet.europa.eu/vocabulary/uom/length/m,http://dd.eionet.europa.eu/vocabulary/aq/areaclassification/urban,FR.LCSQA-INERIS.AQ/NET-FR058A
249,249,STA-FR09008,STA-FR09008,FR.LCSQA-INERIS.AQ,3,FR09008,Aytré,AYTRÉ,FR09008,1994-11-01T00:00:00+01:00,,46.135155,-1.117042,urn:ogc:def:crs:EPSG::4326,10,http://dd.eionet.europa.eu/vocabulary/uom/length/m,http://dd.eionet.europa.eu/vocabulary/aq/areaclassification/suburban,FR.LCSQA-INERIS.AQ/NET-FR058A
250,250,STA-FR09009,STA-FR09009,FR.LCSQA-INERIS.AQ,1,FR09009,Place du Marche,POITIERS,FR09009,1995-09-01T00:00:00+01:00,2014-01-01T00:00:00+01:00,46.58305,0.344889,urn:ogc:def:crs:EPSG::4326,112,http://dd.eionet.europa.eu/vocabulary/uom/length/m,http://dd.eionet.europa.eu/vocabulary/aq/areaclassification/urban,FR.LCSQA-INERIS.AQ/NET-FR058A
251,251,STA-FR09010,STA-FR09010,FR.LCSQA-INERIS.AQ,1,FR09010,Chasseneuil,CHASSENEUIL-DU-POITOU,FR09010,1995-10-01T00:00:00+01:00,2013-01-09T00:00:00+01:00,46.655334,0.376236,urn:ogc:def:crs:EPSG::4326,74,http://dd.eionet.europa.eu/vocabulary/uom/length/m,http://dd.eionet.europa.eu/vocabulary/aq/areaclassification/suburban,FR.LCSQA-INERIS.AQ/NET-FR058A
252,252,STA-FR09015,STA-FR09015,FR.LCSQA-INERIS.AQ,5,FR09015,Les Couronneries,POITIERS,FR09015,1997-08-06T00:00:00+01:00,,46.586918,0.358583,urn:ogc:def:crs:EPSG::4326,119,http://dd.eionet.europa.eu/vocabulary/uom/length/m,http://dd.eionet.europa.eu/vocabulary/aq/areaclassification/urban,FR.LCSQA-INERIS.AQ/NET-FR058A
253,253,STA-FR09016,STA-FR09016,FR.LCSQA-INERIS.AQ,2,FR09016,La Couronne,LA COURONNE,FR09016,1997-09-11T00:00:00+01:00,2020-01-14T00:00:00+01:00,45.60882,0.099722,urn:ogc:def:crs:EPSG::4326,51,http://dd.eionet.europa.eu/vocabulary/uom/length/m,http://dd.eionet.europa.eu/vocabulary/aq/areaclassification/suburban,FR.LCSQA-INERIS.AQ/NET-FR058A
254,254,STA-FR09017,STA-FR09017,FR.LCSQA-INERIS.AQ,2,FR09017,COGNAC,COGNAC,FR09017,1997-12-04T00:00:00+01:00,2019-06-13T00:00:00+01:00,45.694725,-0.323361,urn:ogc:def:crs:EPSG::4326,29,http://dd.eionet.europa.eu/vocabulary/uom/length/m,http://dd.eionet.europa.eu/vocabulary/aq/areaclassification/urban,FR.LCSQA-INERIS.AQ/NET-FR058A
255,255,STA-FR09019,STA-FR09019,FR.LCSQA-INERIS.AQ,2,FR09019,Niort Ferry,NIORT,FR09019,1998-02-19T00:00:00+01:00,2020-01-22T00:00:00+01:00,46.329586,-0.458889,urn:ogc:def:crs:EPSG::4326,48,http://dd.eionet.europa.eu/vocabulary/uom/length/m,http://dd.eionet.europa.eu/vocabulary/aq/areaclassification/urban,FR.LCSQA-INERIS.AQ/NET-FR058A
256,256,STA-FR09033,STA-FR09033,FR.LCSQA-INERIS.AQ,1,FR09033,Rivedoux plage,RIVEDOUX-PLAGE,FR09033,2013-01-22T00:00:00+01:00,2014-01-01T00:00:00+01:00,46.157883,-1.267922,urn:ogc:def:crs:EPSG::4326,10,http://dd.eionet.europa.eu/vocabulary/uom/length/m,http://dd.eionet.europa.eu/vocabulary/aq/areaclassification/urban,FR.LCSQA-INERIS.AQ/NET-FR058A
257,257,STA-FR09103,STA-FR09103,FR.LCSQA-INERIS.AQ,3,FR09103,Square Pablo Casals,ANGOULÊME,FR09103,2004-10-25T00:00:00+01:00,,45.647415,0.167167,urn:ogc:def:crs:EPSG::4326,83,http://dd.eionet.europa.eu/vocabulary/uom/length/m,http://dd.eionet.europa.eu/vocabulary/aq/areaclassification/urban,FR.LCSQA-INERIS.AQ/NET-FR058A
258,258,STA-FR09104,STA-FR09104,FR.LCSQA-INERIS.AQ,1,FR09104,Angoulême trafic,ANGOULÊME,FR09104,2012-02-21T00:00:00+01:00,2013-03-05T00:00:00+01:00,45.64578,0.159472,urn:ogc:def:crs:EPSG::4326,60,http://dd.eionet.europa.eu/vocabulary/uom/length/m,http://dd.eionet.europa.eu/vocabulary/aq/areaclassification/urban,FR.LCSQA-INERIS.AQ/NET-FR058A
259,259,STA-FR09105,STA-FR09105,FR.LCSQA-INERIS.AQ,1,FR09105,Roumazières trafic,ROUMAZIERES-LOUBERT,FR09105,2012-12-20T00:00:00+01:00,2014-12-16T00:00:00+01:00,45.886185,0.581483,urn:ogc:def:crs:EPSG::4326,217,http://dd.eionet.europa.eu/vocabulary/uom/length/m,http://dd.eionet.europa.eu/vocabulary/aq/areaclassification/urban,FR.LCSQA-INERIS.AQ/NET-FR058A
260,260,STA-FR09106,STA-FR09106,FR.LCSQA-INERIS.AQ,3,FR09106,ANGOULEME-GAMBETTA,ANGOULÊME,FR09106,2014-12-18T00:00:00+01:00,,45.65145,0.16236667,urn:ogc:def:crs:EPSG::4326,64,http://dd.eionet.europa.eu/vocabulary/uom/length/m,http://dd.eionet.europa.eu/vocabulary/aq/areaclassification/urban,FR.LCSQA-INERIS.AQ/NET-FR058A
261,261,STA-FR09107,STA-FR09107,FR.LCSQA-INERIS.AQ,1,FR09107,PGOG_4_00,COGNAC,FR09107,2013-01-10T00:00:00+01:00,2017-01-01T00:00:00+01:00,45.68695,-0.323869,urn:ogc:def:crs:EPSG::4326,353,http://dd.eionet.europa.eu/vocabulary/uom/length/m,http://dd.eionet.europa.eu/vocabulary/aq/areaclassification/urban,FR.LCSQA-INERIS.AQ/NET-FR058A
262,262,STA-FR09202,STA-FR09202,FR.LCSQA-INERIS.AQ,2,FR09202,La Rochelle centre - rue St-Louis,LA ROCHELLE,FR09202,2016-01-15T00:00:00+01:00,2017-02-16T00:00:00+01:00,46.159,-1.145999,urn:ogc:def:crs:EPSG::4326,10,http://dd.eionet.europa.eu/vocabulary/uom/length/m,http://dd.eionet.europa.eu/vocabulary/aq/areaclassification/urban,FR.LCSQA-INERIS.AQ/NET-FR058A
263,263,STA-FR09203,STA-FR09203,FR.LCSQA-INERIS.AQ,4,FR09203,La Pallice3 LR,LA ROCHELLE,FR09203,2012-01-19T00:00:00+01:00,,46.16161,-1.211203,urn:ogc:def:crs:EPSG::4326,10,http://dd.eionet.europa.eu/vocabulary/uom/length/m,http://dd.eionet.europa.eu/vocabulary/aq/areaclassification/urban,FR.LCSQA-INERIS.AQ/NET-FR058A
264,264,STA-FR09204,STA-FR09204,FR.LCSQA-INERIS.AQ,1,FR09204,La_Rochelle_trafic_3,LA ROCHELLE,FR09204,2013-01-03T00:00:00+01:00,2014-01-08T00:00:00+01:00,46.16355,-1.146367,urn:ogc:def:crs:EPSG::4326,10,http://dd.eionet.europa.eu/vocabulary/uom/length/m,http://dd.eionet.europa.eu/vocabulary/aq/areaclassification/urban,FR.LCSQA-INERIS.AQ/NET-FR058A
265,265,STA-FR09205,STA-FR09205,FR.LCSQA-INERIS.AQ,1,FR09205,La Rochelle GARE,LA ROCHELLE,FR09205,2014-01-07T00:00:00+01:00,2014-12-23T00:00:00+01:00,46.15372,-1.145611,urn:ogc:def:crs:EPSG::4326,3,http://dd.eionet.europa.eu/vocabulary/uom/length/m,http://dd.eionet.europa.eu/vocabulary/aq/areaclassification/urban,FR.LCSQA-INERIS.AQ/NET-FR058A
266,266,STA-FR09206,STA-FR09206,FR.LCSQA-INERIS.AQ,1,FR09206,La Rochelle Trafic,LA ROCHELLE,FR09206,2014-01-22T00:00:00+01:00,2015-12-24T00:00:00+01:00,46.158,-1.155999,urn:ogc:def:crs:EPSG::4326,4,http://dd.eionet.europa.eu/vocabulary/uom/length/m,http://dd.eionet.europa.eu/vocabulary/aq/areaclassification/urban,FR.LCSQA-INERIS.AQ/NET-FR058A
267,267,STA-FR09207,STA-FR09207,FR.LCSQA-INERIS.AQ,1,FR09207,MARANS_D137,MARANS,FR09207,2015-01-01T00:00:00+01:00,2015-12-30T00:00:00+01:00,46.309624,-0.991908,urn:ogc:def:crs:EPSG::4326,260,http://dd.eionet.europa.eu/vocabulary/uom/length/m,http://dd.eionet.europa.eu/vocabulary/aq/areaclassification/urban,FR.LCSQA-INERIS.AQ/NET-FR058A
268,268,STA-FR09301,STA-FR09301,FR.LCSQA-INERIS.AQ,2,FR09301,AIRVAULT 2,AIRVAULT,FR09301,2008-01-10T00:00:00+01:00,2021-10-08T00:00:00+01:00,46.824368,-0.135461,urn:ogc:def:crs:EPSG::4326,120,http://dd.eionet.europa.eu/vocabulary/uom/length/m,http://dd.eionet.europa.eu/vocabulary/aq/areaclassification/suburban,FR.LCSQA-INERIS.AQ/NET-FR058A
269,269,STA-FR09302,STA-FR09302,FR.LCSQA-INERIS.AQ,3,FR09302,Zoodyssée Chizé,VILLIERS-EN-BOIS,FR09302,2009-05-06T00:00:00+01:00,,46.143173,-0.396042,urn:ogc:def:crs:EPSG::4326,93,http://dd.eionet.europa.eu/vocabulary/uom/length/m,http://dd.eionet.europa.eu/vocabulary/aq/areaclassification/rural-regional,FR.LCSQA-INERIS.AQ/NET-FR058A
270,270,STA-FR09303,STA-FR09303,FR.LCSQA-INERIS.AQ,2,FR09303,Niort Venise,NIORT,FR09303,2019-12-10T00:00:00+01:00,,46.320015,-0.482888,urn:ogc:def:crs:EPSG::4326,19,http://dd.eionet.europa.eu/vocabulary/uom/length/m,http://dd.eionet.europa.eu/vocabulary/aq/areaclassification/urban,FR.LCSQA-INERIS.AQ/NET-FR058A
271,271,STA-FR09304,STA-FR09304,FR.LCSQA-INERIS.AQ,2,FR09304,AIRVAULT - Stade Laillé,AIRVAULT,FR09304,2021-02-09T00:00:00+01:00,,46.823803,-0.135608,urn:ogc:def:crs:EPSG::4326,100,http://dd.eionet.europa.eu/vocabulary/uom/length/m,http://dd.eionet.europa.eu/vocabulary/aq/areaclassification/suburban,FR.LCSQA-INERIS.AQ/NET-FR058A
272,272,STA-FR09305,STA-FR09305,FR.LCSQA-INERIS.AQ,1,FR09305,Niort - Tassigny,NIORT,FR09305,2022-01-01T00:00:00+01:00,,46.33388,-0.471856,urn:ogc:def:crs:EPSG::4326,23,http://dd.eionet.europa.eu/vocabulary/uom/length/m,http://dd.eionet.europa.eu/vocabulary/aq/areaclassification/urban,FR.LCSQA-INERIS.AQ/NET-FR058A
273,273,STA-FR09399,STA-FR09399,FR.LCSQA-INERIS.AQ,2,FR09399,Niort Trafic 6,NIORT,FR09399,2010-03-10T00:00:00+01:00,2021-03-20T00:00:00+01:00,46.321976,-0.4664312,urn:ogc:def:crs:EPSG::4326,28,http://dd.eionet.europa.eu/vocabulary/uom/length/m,http://dd.eionet.europa.eu/vocabulary/aq/areaclassification/urban,FR.LCSQA-INERIS.AQ/NET-FR058A
274,274,STA-FR09402,STA-FR09402,FR.LCSQA-INERIS.AQ,2,FR09402,Avenue de Libération,POITIERS,FR09402,2012-07-19T00:00:00+01:00,2018-12-12T00:00:00+01:00,46.570004,0.323575,urn:ogc:def:crs:EPSG::4326,111,http://dd.eionet.europa.eu/vocabulary/uom/length/m,http://dd.eionet.europa.eu/vocabulary/aq/areaclassification/urban,FR.LCSQA-INERIS.AQ/NET-FR058A
